state,constituency,parliament_code,parliament,num_of_dun,num_of_pdm,turn_out_spr_ge15,election_year_15,party_win_ge15,candidate_win_ge15,bn_votes_ge15,bn_components_ge15,bn_candidates_ge15,ph_votes_ge15,ph_components_ge15,ph_candidates_ge15,pn_votes_ge15,pn_components_ge15,pn_candidates_ge15,majority_ge15,bn_status_ge15,ph_status_ge15,pn_status_ge15,base_stock_ge15,party_win_ge14,election_year_14,candidate_win_ge14,majority_ge14,turn_out_spr_ge14,base_stock_ge14,bn_votes_ge14,pas_votes_ge14,ph_votes_ge14,bn_components_ge14,ph_components_ge14,bn_status_ge14,ph_status_ge14,pas_status_ge14,all_voters_ge14,melayu_voters_ge14,chinese_voters_ge14,india_voters_ge14,lain_voters_ge14,sabah_voters_ge14,swak_voters_ge14,oa_voters_ge142,male_ge14,female_ge14,under40_ge14,above41_ge14,average_bn_votes_3ge,all_voters_ge15,pos_voters_ge15,awal_voters_ge15,awam_voters_ge15,melayu_voters_ge15,melayu_ge15_pct,chinese_voters_ge15,chinese_ge15_pct,india_voters_ge15,india_ge15_pct,oa_voters_ge15,sabah_voters_ge15,swak_voters_ge15,lain_voters_ge15,lain_lain,basestock_vs_votersge15_pct,basestock_turnout_ge15,new_voters_ge15,age18_25_ge15,age18_20_ge15,age21_40_ge15,age41_60_ge15,age61_90_ge15,under40_ge15,above41_ge15,all_voters_feb26,pos_feb26,awal_feb26,awam_feb26,melayu_feb26,chinese_feb26,india_feb26,oa_feb26,sabah_feb26,swak_feb26,lain_26,lain_lain_feb26,male_feb26,female_26,under40_feb26,under40_feb26_pct,above_41_feb26,above41_feb26_pct,u0,u1,u2,u3,members_all,members_man,members_woman,members_youth,members_pu3,num_branch,num_womanbranch,num_youthbranch,num_pu3_branch
SELANGOR,PARLIMEN,97.0,097 SELAYANG,3.0,43.0,0.806,GE15,PH,WILLIAM LEONG JEE KEEN ,19425.0, MCA,CHAN WUN HOONG ,72773.0, PKR,WILLIAM LEONG JEE KEEN ,49154.0,PPBM,DATO ABDUL RASHID BIN ASARI ,23619.0,0.0,1.0,0.0,46393.0,PH-PKR,GE14,WILLIAM LEONG JEE KEEN,40657.0,0.856,52482.0,19501.0,18343.0,60158.0,MCA,PKR,0.0,1.0,0.0,116176.0,60093.0,33377.0,20808.0,1098.0,364.0,177.0,259.0,57056.0,59120.0,48461.0,67715.0,27025.0,181539.0,14.0,644.0,180881.0,98819.0,0.544,47484.0,0.262,32911.0,0.181,459.0,795.0,441.0,630.0,2325.0,0.256,34581.0,66947.0,40484.0,13736.0,88199.0,55177.0,24427.0,101935.0,79604.0,198826.0,0.0,964.0,197862.0,111789.0,50325.0,33470.0,504.0,962.0,602.0,1174.0,3242.0,98305.0,100521.0,105591.0,0.531,93235.0,0.469,15499.0,92262.0,57506.0,28081.0,16992.0,6056.0,7507.0,2536.0,893.0,143.0,143.0,138.0,115.0
SELANGOR,PARLIMEN,98.0,098 GOMBAK,3.0,47.0,0.808,GE15,PH,AMIRUDDIN SHAARI ,30723.0, UMNO,DATO MEGAT ZULKARNAIN BIN OMARDIN ,72267.0, PKR,AMIRUDDIN SHAARI ,59538.0,PPBM,DATO SERI MOHAMED AZMIN ALI ,12729.0,0.0,1.0,0.0,51813.0,PH-PKR,GE14,MOHAMED AZMIN BIN ALI,48721.0,0.854,79317.0,26392.0,17537.0,75113.0,UMNO,PKR,0.0,1.0,0.0,141112.0,106975.0,15050.0,15428.0,2696.0,260.0,147.0,556.0,69273.0,71839.0,56451.0,84661.0,36651.0,206744.0,78.0,434.0,206232.0,158765.0,0.768,22402.0,0.108,22878.0,0.111,,533.0,311.0,806.0,2699.0,0.251,20639.0,70533.0,37064.0,12460.0,97075.0,63744.0,33465.0,109535.0,97209.0,218385.0,0.0,428.0,217957.0,169124.0,23578.0,22312.0,1125.0,622.0,439.0,1185.0,3371.0,108015.0,110370.0,106944.0,0.49,111441.0,0.51,13917.0,97532.0,66252.0,37063.0,35184.0,15313.0,14911.0,3800.0,1160.0,191.0,191.0,189.0,139.0
SELANGOR,PARLIMEN,99.0,099 AMPANG,2.0,37.0,0.791,GE15,PH,RODZIAH ISMAIL ,11509.0, MCA,IVONE LOW YI WEN ,56754.0, PKR,RODZIAH ISMAIL ,27073.0,PPBM,SASHA LYNA BINTI ABD LATIF ,29681.0,0.0,1.0,0.0,26648.0,PH-PKR,GE14,ZURAIDA BINTI KAMARUDDIN,41956.0,0.845,32792.0,12351.0,9598.0,54307.0,MCA,PKR,0.0,1.0,0.0,91737.0,50234.0,31793.0,8179.0,1186.0,239.0,98.0,8.0,44851.0,46886.0,35112.0,56625.0,21454.0,133494.0,41.0,305.0,133148.0,75333.0,0.564,43034.0,0.322,13347.0,0.1,19.0,592.0,331.0,838.0,1780.0,0.2,19346.0,44160.0,23109.0,7699.0,59336.0,42895.0,23564.0,67035.0,66459.0,140464.0,0.0,311.0,140153.0,81566.0,43772.0,12753.0,17.0,683.0,433.0,1240.0,2373.0,68987.0,71477.0,65243.0,0.464,75221.0,0.536,8293.0,59807.0,44166.0,26160.0,14462.0,5834.0,6084.0,2046.0,498.0,101.0,100.0,90.0,74.0
SELANGOR,PARLIMEN,100.0,100 PANDAN,2.0,34.0,0.783,GE15,PH,RAFIZI RAMLI ,11664.0, MCA,LEONG KOK WEE ,74002.0, PKR,RAFIZI RAMLI ,25706.0,PPBM,MUHAMMAD FARIQUE ZUBIR ,48296.0,0.0,1.0,0.0,24036.0,PH-PKR,GE14,WAN AZIZAH BINTI WAN ISMAIL,52543.0,0.854,38636.0,12190.0,8336.0,64733.0,MCA,PKR,0.0,1.0,0.0,101319.0,46156.0,46558.0,7317.0,751.0,390.0,138.0,9.0,49465.0,51854.0,39909.0,61410.0,19627.0,148730.0,36.0,574.0,148120.0,64623.0,0.434,69937.0,0.47,12012.0,0.081,29.0,,457.0,536.0,2158.0,0.162,16267.0,49652.0,23383.0,7536.0,66647.0,50628.0,23919.0,74183.0,74547.0,155790.0,0.0,439.0,155351.0,68262.0,73299.0,11593.0,29.0,1294.0,516.0,797.0,2636.0,76435.0,79355.0,69999.0,0.449,85791.0,0.551,8207.0,65599.0,51872.0,27849.0,11385.0,4392.0,4947.0,1505.0,541.0,82.0,82.0,80.0,69.0
SELANGOR,PARLIMEN,101.0,101 HULU LANGAT,2.0,41.0,0.829,GE15,PH,YB MOHD SANY HAMZAN ,32570.0, UMNO,DATUK WIRA HAJI JOHAN BIN ABD AZIZ ,58382.0, AMANAH,YB MOHD SANY HAMZAN ,43486.0,PPBM,DATO DR MOHD RADZI ABD LATIF ,14896.0,0.0,1.0,0.0,61085.0,PH-AMANAH,GE14,HASANUDDIN BIN MOHD YUNUS,25424.0,0.875,58397.0,23580.0,15663.0,49004.0,UMNO,AMANAH,0.0,1.0,0.0,102363.0,66460.0,22598.0,10826.0,1053.0,413.0,249.0,764.0,51190.0,51173.0,43864.0,58499.0,34940.0,166902.0,36.0,3066.0,163800.0,110711.0,0.663,34828.0,0.209,18145.0,0.109,,812.0,503.0,401.0,3218.0,0.366,45780.0,64926.0,38653.0,13558.0,82642.0,49195.0,21507.0,96200.0,70702.0,186350.0,0.0,3487.0,182863.0,125975.0,37703.0,18707.0,1647.0,947.0,647.0,724.0,3965.0,93078.0,93272.0,101856.0,0.547,84494.0,0.453,15397.0,87556.0,52321.0,25066.0,17139.0,5978.0,6814.0,3106.0,1241.0,125.0,125.0,123.0,115.0
SELANGOR,PARLIMEN,102.0,102 BANGI,3.0,53.0,0.813,GE15,PH,SYAHREDZAN JOHAN ,25685.0, MCA,HOH HEE LEE ,141568.0, DAP,SYAHREDZAN JOHAN ,71867.0,PPBM,NAZRUL NAZIR ,69701.0,0.0,1.0,0.0,56596.0,PH-DAP,GE14,ONG KIAN MING,68768.0,0.883,49390.0,19766.0,33789.0,102557.0,MCA,DAP,0.0,1.0,0.0,178790.0,86607.0,69637.0,20114.0,1419.0,656.0,337.0,20.0,86931.0,91859.0,76409.0,102381.0,27739.0,303430.0,91.0,1289.0,302050.0,153239.0,0.505,111791.0,0.368,34306.0,0.113,44.0,,,1116.0,4094.0,0.187,38739.0,124081.0,68673.0,23746.0,150450.0,90838.0,38396.0,174196.0,129234.0,336625.0,0.0,1461.0,335164.0,174288.0,121800.0,35270.0,55.0,2198.0,1405.0,1609.0,5267.0,165907.0,170718.0,180798.0,0.537,155827.0,0.463,26257.0,157849.0,96611.0,46043.0,16568.0,6875.0,7103.0,2003.0,587.0,114.0,114.0,112.0,74.0
SELANGOR,PARLIMEN,103.0,103 PUCHONG,2.0,35.0,0.801,GE15,PH,YEO BEE YIN ,21468.0, BN,DATUK SERI HAJI SYED IBRAHIM ,79425.0, DAP,YEO BEE YIN ,18263.0, PN,JIMMY CHEW JYH GANG ,57957.0,0.0,1.0,0.0,18611.0,PH-DAP,GE14,GOBIND SINGH DEO,47635.0,0.875,26581.0,12794.0,10255.0,60429.0,GERAKAN,DAP,0.0,1.0,0.0,96437.0,35461.0,50131.0,9735.0,403.0,423.0,139.0,145.0,47883.0,48554.0,35637.0,60800.0,21805.0,152861.0,24.0,411.0,152426.0,58384.0,0.382,75296.0,0.493,16900.0,0.111,283.0,,479.0,445.0,2281.0,0.122,11761.0,57452.0,31343.0,10556.0,68656.0,52027.0,21622.0,79212.0,73649.0,167705.0,0.0,315.0,167390.0,65966.0,81410.0,17532.0,303.0,1236.0,621.0,637.0,2797.0,83553.0,84152.0,81722.0,0.487,85983.0,0.513,12575.0,70603.0,54782.0,25179.0,14520.0,6125.0,5939.0,1638.0,818.0,69.0,69.0,69.0,63.0
SELANGOR,PARLIMEN,104.0,104 SUBANG,2.0,49.0,0.778,GE15,PH,WONG CHEN ,16539.0, MCA,DR KOW ,138259.0, PKR,WONG CHEN ,23185.0,GERAKAN,ALEX ANG H N ,115074.0,0.0,1.0,0.0,20677.0,PH-PKR,GE14,WONG CHEN,92353.0,0.867,24423.0,12077.0,9025.0,104430.0,MCA,PKR,0.0,1.0,0.0,146422.0,38906.0,82718.0,22545.0,1169.0,709.0,363.0,12.0,71701.0,74721.0,52729.0,93693.0,21769.0,230940.0,99.0,1704.0,229137.0,61856.0,0.268,124755.0,0.54,39679.0,0.172,33.0,,,1690.0,4650.0,0.09,12780.0,84948.0,41200.0,13845.0,100184.0,78411.0,38500.0,114029.0,116911.0,250251.0,0.0,1783.0,248468.0,68024.0,135376.0,40956.0,45.0,2205.0,1237.0,2408.0,5895.0,122803.0,127448.0,113741.0,0.455,136510.0,0.545,14735.0,102689.0,80055.0,46589.0,10960.0,4504.0,4467.0,1408.0,581.0,67.0,67.0,67.0,61.0
SELANGOR,PARLIMEN,105.0,105 PETALING JAYA,3.0,56.0,0.759,GE15,PH,LEE CHEAN CHUNG ,23253.0, MCA,CHEW HIAN TAT ,83311.0, PKR,LEE CHEAN CHUNG ,32736.0, PN,DATO THENG BOOK ,50575.0,0.0,1.0,0.0,28500.0,PH-PKR,GE14,MARIA CHIN BINTI ABDULLAH,57137.0,0.827,45387.0,21847.0,14448.0,78984.0,MCA,PKR,0.0,1.0,0.0,140920.0,65573.0,45142.0,28147.0,1241.0,525.0,280.0,12.0,68995.0,71925.0,44089.0,96831.0,22195.0,195148.0,37.0,4310.0,190801.0,92595.0,0.474,57590.0,0.295,41751.0,0.214,29.0,,610.0,1270.0,3212.0,0.146,14903.0,60724.0,27832.0,9168.0,76695.0,65880.0,43405.0,85863.0,109285.0,200500.0,0.0,4494.0,196006.0,98567.0,57472.0,40216.0,33.0,1448.0,747.0,2017.0,4245.0,98714.0,101786.0,83033.0,0.414,117467.0,0.586,10255.0,76580.0,66419.0,45763.0,26509.0,11032.0,11341.0,3020.0,1116.0,170.0,170.0,158.0,134.0
SELANGOR,PARLIMEN,106.0,106 DAMANSARA,3.0,57.0,0.739,GE15,PH,GOBIND SINGH DEO ,13806.0, MCA,TAN GIM TUAN GT ,142875.0, DAP,GOBIND SINGH DEO ,18256.0,GERAKAN,LIM SI CHING ,124619.0,0.0,1.0,0.0,5768.0,PH-DAP,GE14,PUA KIAM WEE,106903.0,0.838,27745.0,14380.0,,121283.0,MCA,DAP,0.0,1.0,0.0,164322.0,32292.0,114077.0,15889.0,1217.0,348.0,179.0,320.0,78985.0,85337.0,50621.0,113701.0,14998.0,239103.0,57.0,489.0,238557.0,52485.0,0.22,158000.0,0.661,24646.0,0.103,604.0,,583.0,1600.0,3972.0,0.024,3657.0,79761.0,35713.0,12002.0,91559.0,81723.0,53819.0,103561.0,135542.0,250444.0,0.0,497.0,249947.0,57256.0,163974.0,24239.0,649.0,1378.0,714.0,2234.0,4975.0,121458.0,128986.0,100026.0,0.399,150418.0,0.601,13213.0,91543.0,83014.0,59273.0,14084.0,6008.0,5740.0,1735.0,601.0,92.0,92.0,92.0,81.0
SELANGOR,PARLIMEN,107.0,107 SUNGAI BULOH,2.0,28.0,0.828,GE15,PH,RAMANAN A/L RAMAKRISHNAN ,48250.0, UMNO,KHAIRY JAMALUDIN ABU BAKAR ,50943.0, PKR,RAMANAN A/L RAMAKRISHNAN ,29060.0, PAS,HAJI MOHD GHAZALI B MD HAMIN ,2693.0,0.0,1.0,0.0,40465.0,PH-PKR,GE14,SIVARASA A/L K.RASIAH,26634.0,0.87,39864.0,16681.0,16997.0,43631.0,MIC,PKR,0.0,1.0,0.0,90707.0,59222.0,19631.0,9793.0,1146.0,487.0,392.0,36.0,45318.0,45389.0,39256.0,51451.0,28182.0,158090.0,43.0,2388.0,155659.0,105013.0,0.664,32571.0,0.206,16606.0,0.105,102.0,,673.0,1876.0,3900.0,0.256,32535.0,66300.0,39253.0,13830.0,79694.0,47868.0,16698.0,93524.0,64566.0,177788.0,0.0,2533.0,175255.0,120262.0,36079.0,16693.0,130.0,1487.0,846.0,2291.0,4754.0,88708.0,89080.0,100064.0,0.563,77724.0,0.437,15786.0,85074.0,51239.0,19849.0,15455.0,5287.0,6132.0,2965.0,1071.0,115.0,115.0,115.0,106.0
SELANGOR,PARLIMEN,108.0,108 SHAH ALAM,2.0,40.0,0.827,GE15,PH,AZLI YUSOF ,28266.0, UMNO,ISHAM JALIL ,61409.0, AMANAH,AZLI YUSOF ,43314.0, PPBM,DR AFIF BIN BAHARDIN ,18095.0,0.0,1.0,0.0,32299.0,PH-AMANAH,GE14,KHALID BIN ABD SAMAD,33849.0,0.878,48349.0,22100.0,15194.0,55949.0,UMNO,AMANAH,0.0,1.0,0.0,107316.0,80650.0,11619.0,13842.0,437.0,479.0,216.0,73.0,53290.0,54026.0,44861.0,62455.0,28071.0,165744.0,62.0,1758.0,163924.0,122741.0,0.741,21119.0,0.127,19867.0,0.12,156.0,910.0,458.0,493.0,2017.0,0.195,25676.0,59293.0,34863.0,12236.0,79270.0,50938.0,23300.0,91506.0,74238.0,183410.0,0.0,2219.0,181191.0,136770.0,24273.0,19692.0,170.0,1088.0,628.0,789.0,2675.0,91350.0,92060.0,94939.0,0.518,88471.0,0.482,14150.0,82957.0,54942.0,26410.0,21064.0,8647.0,8906.0,2660.0,851.0,91.0,91.0,91.0,88.0
SELANGOR,PARLIMEN,109.0,109 KAPAR,3.0,44.0,0.843,GE15,PN,DR HALIMAH BINTI ALI ,35079.0, UMNO,MUHAMMAD BIN NOOR AZMAN ,53969.0, PKR,ABDULLAH SANI ,65751.0, PAS,DR HALIMAH BINTI ALI ,11782.0,0.0,0.0,1.0,63036.0,PH-PKR,GE14,ABDULLAH SANI BIN ABDUL HAMID,16306.0,0.863,57166.0,26412.0,31425.0,47731.0,MIC,PKR,0.0,1.0,0.0,124983.0,88305.0,18478.0,17002.0,654.0,414.0,99.0,31.0,62073.0,62910.0,54685.0,70298.0,36123.0,189369.0,14.0,491.0,188864.0,131898.0,0.697,28709.0,0.152,26896.0,0.142,110.0,968.0,275.0,513.0,1866.0,0.333,50519.0,67159.0,42077.0,14317.0,93660.0,58381.0,23011.0,107977.0,81392.0,204056.0,0.0,851.0,203205.0,144771.0,29539.0,27506.0,120.0,1144.0,385.0,591.0,2240.0,101322.0,102734.0,110681.0,0.542,93375.0,0.458,15756.0,97335.0,60791.0,25518.0,18986.0,7147.0,8200.0,2380.0,1259.0,129.0,127.0,123.0,103.0
SELANGOR,PARLIMEN,110.0,110 KLANG,3.0,56.0,0.792,GE15,PH,GANABATIRAU A/L VERAMAN ,19762.0, MCA,TEE HOOI LING ,115539.0, DAP,GANABATIRAU A/L VERAMAN ,23738.0, PPBM-BERSEKUTU ,DR JAYA ,91801.0,0.0,1.0,0.0,17452.0,PH-DAP,GE14,CHARLES ANTHONY A/L R.SANTIAGO,78773.0,0.861,33051.0,19506.0,9169.0,98279.0,MCA,DAP,0.0,1.0,0.0,149348.0,38827.0,82527.0,25802.0,709.0,1237.0,171.0,75.0,73679.0,75669.0,48260.0,101088.0,22943.0,208913.0,35.0,1266.0,207612.0,57625.0,0.276,109974.0,0.526,38570.0,0.185,201.0,,410.0,647.0,2744.0,0.084,12529.0,65968.0,32071.0,10583.0,82695.0,71495.0,44140.0,93278.0,115635.0,216297.0,0.0,1124.0,215173.0,62936.0,111284.0,38620.0,238.0,1773.0,509.0,937.0,3457.0,107398.0,108899.0,90250.0,0.417,126047.0,0.583,11703.0,82534.0,72339.0,47149.0,22146.0,9999.0,9661.0,1857.0,629.0,111.0,111.0,102.0,78.0
SELANGOR,PARLIMEN,111.0,111 KOTA RAJA,3.0,46.0,0.817,GE15,PH,MOHAMAD SABU ,22225.0, MIC,KAJENDRAN ,123306.0, AMANAH,MOHAMAD SABU ,49308.0, PAS,HAJI MOHAMED DIAH BAHARUN ,73998.0,0.0,1.0,0.0,41049.0,PH-AMANAH,GE14,MOHAMAD BIN SABU,71142.0,0.868,49411.0,17874.0,19555.0,90697.0,MIC,AMANAH,0.0,1.0,0.0,149021.0,63767.0,41214.0,41439.0,933.0,1468.0,189.0,11.0,72948.0,76073.0,66393.0,82628.0,21821.0,244712.0,52.0,37.0,244623.0,99763.0,0.408,72662.0,0.297,67126.0,0.274,46.0,,746.0,1107.0,5161.0,0.168,13362.0,94666.0,57051.0,20283.0,120712.0,76096.0,27621.0,140995.0,103717.0,271854.0,0.0,36.0,271818.0,113915.0,80711.0,70753.0,52.0,3896.0,965.0,1562.0,6475.0,133809.0,138045.0,147814.0,0.544,124040.0,0.456,22597.0,127233.0,81162.0,32551.0,14523.0,5938.0,5989.0,1746.0,850.0,87.0,87.0,84.0,71.0
SELANGOR,PARLIMEN,112.0,112 KUALA LANGAT,3.0,45.0,0.844,GE15,PN,DR AHMAD YUNUS HAIRI ,18685.0, MIC,MOHANA MUNIANDY ,51034.0, PKR,MANIVANAN GOWIN ,52867.0, PAS,DR AHMAD YUNUS HAIRI ,1833.0,0.0,0.0,1.0,50279.0,PH-PKR,GE14,XAVIER JAYAKUMAR A/L ARULANANDAM,17112.0,0.873,49988.0,26127.0,18731.0,43239.0,UMNO,PKR,0.0,1.0,0.0,102406.0,58248.0,24605.0,16717.0,455.0,516.0,106.0,1759.0,50733.0,51673.0,45143.0,57263.0,29150.0,148637.0,12.0,1087.0,147538.0,83209.0,0.56,35085.0,0.236,25678.0,0.173,,644.0,218.0,803.0,4665.0,0.338,37885.0,47983.0,30332.0,10509.0,71981.0,45608.0,20539.0,82490.0,66147.0,161870.0,0.0,1017.0,160853.0,93063.0,36761.0,26645.0,3256.0,829.0,313.0,1003.0,5401.0,80427.0,81443.0,83653.0,0.517,78217.0,0.483,11892.0,74224.0,49116.0,22684.0,15220.0,5258.0,7093.0,1896.0,973.0,94.0,94.0,90.0,83.0
SELANGOR,PARLIMEN,113.0,113 SEPANG,3.0,51.0,0.831,GE15,PH,AIMAN ATHIRAH ,31097.0, UMNO,ANUAR BIN BASIRAN ,56264.0, AMANAH,AIMAN ATHIRAH ,47315.0, PPBM,DATUK SERI RINA HARUN ,8949.0,0.0,1.0,0.0,62370.0,PH-AMANAH,GE14,MOHAMED HANIPA BIN MAIDIN,18705.0,0.881,54063.0,28035.0,15882.0,46740.0,UMNO,AMANAH,0.0,1.0,0.0,104508.0,65053.0,21250.0,14898.0,513.0,442.0,209.0,2143.0,52403.0,52105.0,44123.0,60385.0,30029.0,168039.0,51.0,1850.0,166138.0,108050.0,0.643,31951.0,0.19,22005.0,0.131,,,610.0,676.0,6033.0,0.371,49437.0,63283.0,38930.0,13957.0,82073.0,51273.0,20736.0,96030.0,72009.0,190656.0,0.0,1835.0,188821.0,125902.0,35161.0,22679.0,3804.0,1461.0,808.0,841.0,6914.0,95488.0,95168.0,103834.0,0.545,86822.0,0.455,16853.0,87487.0,55653.0,23358.0,22408.0,8457.0,9716.0,2867.0,1368.0,142.0,142.0,136.0,113.0
WILAYAH PERSEKUTUAN,PARLIMEN,114.0,114 KEPONG,,19.0,0.771,GE15,PH,LIM LIP ENG ,3227.0, MCA,YAP ZHENG HOE ,64308.0, DAP,LIM LIP ENG ,2795.0, GERAKAN,PHAANG JING FATT ,61081.0,0.0,1.0,0.0,1777.0,PH-DAP,GE14,LIM LIP ENG,51628.0,0.85,8999.0,4888.0,,56516.0,GERAKAN,DAP,0.0,1.0,0.0,72696.0,3294.0,64522.0,4448.0,161.0,235.0,34.0,2.0,35919.0,36777.0,17820.0,54876.0,8041.0,94285.0,8.0,283.0,93994.0,5624.0,0.06,80565.0,0.854,6821.0,0.072,9.0,841.0,126.0,299.0,1275.0,0.019,87.0,26178.0,10969.0,3519.0,30902.0,35497.0,24367.0,34421.0,59864.0,92331.0,0.0,278.0,92053.0,6032.0,78249.0,6659.0,9.0,907.0,152.0,323.0,1391.0,46341.0,45990.0,31827.0,0.345,60504.0,0.655,3510.0,30713.0,34717.0,23335.0,6310.0,1762.0,2737.0,1077.0,734.0,31.0,31.0,31.0,30.0
WILAYAH PERSEKUTUAN,PARLIMEN,115.0,115 BATU,,23.0,0.771,GE15,PH,PRABAKARAN A/L M.PARAMESWARAN ,10398.0, MIC,A.KOHILAN PILLAY A/L G.APPU ,45716.0, PKR,PRABAKARAN A/L M.PARAMESWARAN ,23475.0, PAS,USTAZ AZHAR BIN YAHYA ,22241.0,0.0,1.0,0.0,28439.0,PH-BEBAS,GE14,PRABAKARAN A/L M PARAMESWARAN,24438.0,0.833,21683.0,13687.0,10610.0,38125.0,GERAKAN,BEBAS,0.0,0.0,0.0,76328.0,32441.0,29218.0,13585.0,477.0,277.0,316.0,14.0,37805.0,38523.0,28399.0,47929.0,20802.0,113863.0,19.0,2978.0,110866.0,51746.0,0.454,39289.0,0.345,21212.0,0.186,41.0,676.0,476.0,423.0,1616.0,0.25,19008.0,41959.0,18510.0,5953.0,51701.0,35762.0,20447.0,57654.0,56209.0,116421.0,0.0,2800.0,113621.0,54790.0,38748.0,21076.0,55.0,753.0,506.0,493.0,1807.0,58038.0,58383.0,55054.0,0.473,61367.0,0.527,5925.0,51080.0,34937.0,19762.0,12520.0,4060.0,5218.0,2354.0,888.0,57.0,57.0,57.0,56.0
WILAYAH PERSEKUTUAN,PARLIMEN,116.0,116 WANGSA MAJU,,21.0,0.777,GE15,PH,ZAHIR HASSAN ,19595.0, UMNO,MOHD SHAFEI BIN ABDULLAH ,46031.0, PKR,ZAHIR HASSAN ,25335.0, PAS,USTAZAH NURIDAH ,20696.0,0.0,1.0,0.0,39975.0,PH-PKR,GE14,DR.TAN YEE KEW,24238.0,0.842,56609.0,17940.0,13490.0,42178.0,MCA,PKR,0.0,1.0,0.0,88482.0,52922.0,26163.0,7419.0,1009.0,443.0,491.0,35.0,42991.0,45491.0,34581.0,53901.0,21186.0,120323.0,31.0,2792.0,117500.0,72774.0,0.605,34262.0,0.285,11343.0,0.094,64.0,751.0,699.0,430.0,1944.0,0.332,27989.0,37939.0,17500.0,5587.0,54787.0,38504.0,21445.0,60374.0,59949.0,121200.0,0.0,2678.0,118522.0,74183.0,33814.0,11125.0,68.0,775.0,760.0,475.0,2078.0,59684.0,61516.0,55992.0,0.462,65208.0,0.538,5552.0,54119.0,37451.0,20749.0,11719.0,3710.0,4689.0,2566.0,754.0,64.0,64.0,64.0,60.0
WILAYAH PERSEKUTUAN,PARLIMEN,117.0,117 SEGAMBUT,,24.0,0.721,GE15,PH,HANNAH YEOH ,8304.0, MCA,DANIEL LING SIA CHIN ,68438.0, DAP,HANNAH YEOH ,8754.0, GERAKAN,PRABAGARAN A/L VYTHILINGAM ,59684.0,0.0,1.0,0.0,6120.0,PH-DAP,GE14,YEOH TSEOW SUAN,45702.0,0.837,16442.0,7422.0,4181.0,53124.0,MYPPP,DAP,0.0,1.0,0.0,77956.0,21466.0,45936.0,9533.0,811.0,123.0,76.0,11.0,37509.0,40447.0,25412.0,52544.0,15640.0,119652.0,64.0,249.0,119339.0,35036.0,0.293,67922.0,0.568,14938.0,0.125,28.0,397.0,288.0,1043.0,1756.0,0.051,3165.0,44446.0,17546.0,5790.0,48986.0,38733.0,26143.0,54776.0,64876.0,122650.0,0.0,211.0,122439.0,36513.0,69422.0,14729.0,30.0,427.0,324.0,1205.0,1986.0,59641.0,63009.0,52235.0,0.426,70415.0,0.574,5769.0,48652.0,38030.0,25339.0,6453.0,2341.0,2655.0,1133.0,324.0,51.0,44.0,44.0,39.0
WILAYAH PERSEKUTUAN,PARLIMEN,118.0,118 SETIAWANGSA,,17.0,0.791,GE15,PH,NIK NAZMI NIK AHMAD ,16333.0, UMNO,IZUDIN BIN ISHAK ,34434.0, PKR,NIK NAZMI NIK AHMAD ,22270.0, PPBM,NURUL FADZILAH BINTI KAMALUDDIN ,12164.0,0.0,1.0,0.0,31398.0,PH-PKR,GE14,NIK NAZMI BIN NIK AHMAD,14372.0,0.858,34026.0,20099.0,6282.0,34471.0,UMNO,PKR,0.0,1.0,0.0,72136.0,44052.0,18659.0,7581.0,461.0,616.0,738.0,29.0,37852.0,34284.0,31949.0,40187.0,24132.0,95753.0,39.0,12115.0,83599.0,58923.0,0.615,23438.0,0.245,11377.0,0.119,42.0,786.0,837.0,350.0,2015.0,0.328,21259.0,32293.0,14377.0,4561.0,46468.0,29730.0,14994.0,51029.0,44724.0,97554.0,0.0,11330.0,86224.0,61280.0,22767.0,11309.0,48.0,856.0,921.0,373.0,2198.0,49847.0,47707.0,48108.0,0.493,49446.0,0.507,4504.0,45184.0,28691.0,14435.0,8537.0,2434.0,3549.0,1794.0,760.0,58.0,58.0,58.0,57.0
WILAYAH PERSEKUTUAN,PARLIMEN,119.0,119 TITIWANGSA,,20.0,0.761,GE15,BN,DATUK SERI JOHARI GHANI ,25042.0, UMNO,DATUK SERI JOHARI GHANI ,20410.0, AMANAH,KHALID ABD SAMAD ,14518.0, PAS,DR ROSNI  BINTI ADAM ,4632.0,1.0,0.0,0.0,30481.0,PH-PPBM,GE14,RINA BINTI MOHD HARUN,4139.0,0.826,34852.0,19701.0,6845.0,23840.0,UMNO,PPBM,0.0,1.0,0.0,61598.0,43412.0,10659.0,5931.0,1036.0,348.0,206.0,6.0,30383.0,31215.0,19811.0,41787.0,19540.0,80747.0,18.0,2105.0,78624.0,58509.0,0.725,13250.0,0.164,7687.0,0.095,26.0,563.0,323.0,389.0,1301.0,0.377,20646.0,24032.0,10681.0,3515.0,32248.0,27535.0,17449.0,35763.0,44984.0,80686.0,0.0,2123.0,78563.0,59684.0,12363.0,7243.0,28.0,577.0,356.0,435.0,1396.0,40245.0,40441.0,34129.0,0.423,46557.0,0.577,3482.0,31828.0,26752.0,16722.0,12584.0,3995.0,5065.0,2402.0,1122.0,83.0,83.0,83.0,82.0
